전시구분, 장소, 제목, 참여작가, 기간, 전시실
과거전시,과천,독일 플럭서스 1962-1994 : 매듭 많은 긴 이야기,27명,2001.09.07-2001.10.28,제1전시실
과거전시,과천,프랑스 새로운 미술관.박물관 - 건축과 디스플레이전,장 프랑스와 보뎅 외 28인,2001.08.31-2001.10.21,중앙홀
과거전시,과천,제20회 대한민국미술대전: 서예부문,,2001.08.16-2001.08.23,
과거전시,과천,제20회 대한민국미술대전: 공예부문,,2001.08.16-2001.08.23,
과거전시,과천,올해의 작가 2001 - 전광영,전광영,2001.06.28-2001.08.15,제 2전시실
과거전시,덕수궁,서거 60주년 석지 채용신전,채용신,2001.06.26-2001.08.26,제 1. 2 전시실
과거전시,과천,한국현대미술의 전개 : 전환과 역동의 시대 (1960년대 중반-1970년대 중반),50명,2001.06.21-2001.08.01,제 1. 7전시실
과거전시,기타,2001 찾아가는 미술관,,2001.03.22-2001.11.07,
과거전시,과천,한국미술 2001 : 회화의 복권,문범 외 41명,2001.03.15-2001.05.06,제 1. 2전시실
과거전시,덕수궁,손의유희 - 원로작가 드로잉전,24명,2001.03.10-2001.06.10,제2전시실
과거전시,덕수궁,근대명품전,고희동 외 53명,2001.02.06-2001.11.02,제 3. 4전시실
과거전시,과천,신소장품 2000,미술관 소장품,2001.01.18-2001.02.18,제1전시실
과거전시,해외,한국현대미술 해외순회전 - 타이베이. 홍콩,타이베이시립미술관 : 서도호 등 8명 <br> 홍콩아트센터 : 서도호 등 7명,2000.12.23-2001.03.13,타이베이시립미술관 : 2000.12.23-2001.02.04 <br>홍콩아트센터 : 2001.02.13-2001.03.13
과거전시,과천,제19회 대한민국미술대전: 공예부문,,2000.11.17-2000.11.26,
과거전시,과천,제19회 대한민국미술대전: 서예부문,,2000.11.17-2000.11.26,
과거전시,과천,올해의 작가 - 노상균. 이영배,노상균. 이영배,2000.11.16-2001.01.28,제 2전시실
과거전시,덕수궁,프란시스꼬 데 고야 - 얼굴. 영혼의 거울,고야,2000.10.26-2001.01.28,제 3. 4전시실
과거전시,덕수궁,오르세미술관 한국전-인상파와 근대미술,오르세미술관 소장품,2000.10.26-2001.02.27,제1.2전시실
과거전시,과천,루이즈 부르주아 - 기억의 공간,루이즈 부르주아,2000.09.07-2000.11.05,제 2전시실. 중앙홀
과거전시,과천,젊은 모색 2000 - 새로운 세기를 향하여,권  혁 외 15명,2000.09.01-2000.11.05,제 1전시실
과거전시,덕수궁,한.러수교 10주년 기념전:러시아 천년의 삶과 예술,러시아 유물 및 미술품,2000.07.08-2000.09.30,제1.2.3.4전시실
과거전시,과천,한국현대미술의 시원-1950년대에서 1960년대를 중심으로,114명,2000.06.08-2000.07.27,제 1.2전시실
과거전시,과천,2000 동아미술제: 평면· 입체,,2000.04.27-2000.05.05,
과거전시,덕수궁,한국근대미술의 한 단면 - 한국은행소장품을 중심으로,10명,2000.04.20-2000.06.20,제 1. 2전시실
과거전시,덕수궁,심산 노수현 탄생 100주년 기념전,노수현,2000.04.04-2000.06.18,제3.4전시실
과거전시,과천,새천년의 항로: 주요 국제전 출품 작가들. 1990-99,21명,2000.03.14-2000.04.22,제1.2전시실
과거전시,과천,신소장품 1999,61명,2000.03.07-2000.04.09,제 7전시실
과거전시,덕수궁,선과 여백 - 작고작가 드로잉,38명,2000.02.16-2000.04.09,제 1. 2전시실
과거전시,과천,2000년도 움직이는 미술관,,2000.01.01-2000.12.31,
과거전시,과천,한국미술 99 - 인간.자연.사물,99명,1999.12.07-2000.02.29,제1. 2전시실
과거전시,덕수궁,한국근대미술 : 공예 - 근대를 보는 눈,30명,1999.11.16-2000.02.06,제1.2전시실
과거전시,과천,제18회 대한민국미술대전: 제2부 구상계열,,1999.11.13-1999.11.24,
과거전시,해외,한국현대판화-스페인 순회전,26명,1999.09.15-1999.10.24,스페인 국립판화미술관
과거전시,과천,한국건축 100년전,강건희 외 188명,1999.08.31-1999.10.28,제1.2전시실 및 중앙홀
과거전시,덕수궁,한국근대미술 : 조소 - 근대를 보는 눈,26명,1999.08.24-1999.10.31,석조전
과거전시,과천,제18회 대한민국미술대전: 공예부문,,1999.08.11-1999.08.21,
과거전시,과천,제18회 대한민국미술대전: 서예부문,,1999.08.11-1999.08.21,
과거전시,과천,올해의 작가 1999 - 김호석전,김호석,1999.06.15-1999.08.15,제2전시실
과거전시,과천,아트 & 아트웨어 - 옷. 그 겉과 안,강민권 외 47명,1999.06.10-1999.07.28,제1. 7전시실
과거전시,과천,제18회 대한민국미술대전: 제1부 비구상계열,,1999.05.19-1999.05.29,
과거전시,덕수궁,오늘로 걸어나온 사람들전,,1999.04.03-1999.05.30,1. 2. 3. 4전시실
과거전시,과천,신소장품 92∼98전,강우문. 고화흠. 권순철. 권진규. 김 태. 김구림. 김병기. 김서봉. 김영기. 김영주. 김정헌. 김종하. 김종학. 김진수. 김창억. 김학수. 김흥수. 나상목. 민정기. 박 건. 박광진. 박승무. 박영남. 박영선. 배동신. 사석원. 신순남. 신양섭. 신학철. 아이작 위트킨. 안규철. 유경채. 윤중식. 이 인. 이만수. 이상욱. 이철량. 이태현. 이태호. 임옥상. 장두건. 장리석. 전광영. 전국광. 전래식. 정관모. 정비파. 정영렬. 정창섭. 조순호. 최경한. 최기원. 최재은. 최창홍. 크리스티앙 볼탕스키. 하영식. 한영섭. 함 섭. 허 황,1999.03.24-1999.05.09,제2전시실
과거전시,과천,한국현대미술 독일순회전 귀국전,15명,1999.02.09-1999.04.11,제1전시실
과거전시,과천,사진의 시각적 확장전 - 현실과 환상,41명,1998.12.22-1999.01.24,제1.7전시실
과거전시,과천,젊은 모색 98전,15명,1998.12.10-1999.03.10,제2전시실
과거전시,덕수궁,덕수궁미술관 개관 기념_다시 찾은 근대미술,74명,1998.12.01-1999.03.31,석조전
과거전시,과천,제17회 대한민국미술대전: 제2부 구상계열,,1998.11.16-1998.11.30,
과거전시,과천,국립현대미술관 소장작품특별순회전,,1998.10.16-1998.10.22,
과거전시,과천,한국근대미술 : 수묵·채색화,80여명,1998.09.04-1998.11.04,제1.7전시실
과거전시,과천,영국현대미술 - 개성과 익명사이에서,9명,1998.08.28-1998.10.20,제 2전시실
과거전시,과천,제13회 대한민국공예대전,,1998.07.21-1998.08.04,
과거전시,과천,제10회 대한민국서예대전,,1998.07.21-1998.08.04,
과거전시,과천,안도 타다오 - 건축. 그 창조의 과정,안도 타다오,1998.06.12-1998.07.29,제 2전시실
과거전시,과천,정부소장미술품 특별전,정부소장미술품 작가,1998.06.09-1998.07.09,제7전시실
과거전시,과천,올해의 작가 : 권영우,권영우,1998.06.05-1998.07.05,제1전시실
과거전시,과천,제17회 대한민국미술대전: 제1부 비구상계열,,1998.05.12-1998.05.26,
과거전시,과천,1998 동아미술제: 회화 Ⅰ·Ⅱ·Ⅲ부. 조각부,,1998.04.16-1998.04.26,
과거전시,해외,98한국현대미술 독일 순회전 - 호랑이의 해,유영호 외 13명,1998.04.02-1998.10.11,세계문화의 집(베를린)1998.4.2-1998.6.23<br> 루드비히 포름(아헨)1998.8.7-10.11
과거전시,기타,1998 움직이는 미술관,,1998.03.17-1998.10.22,파주시민회관 등 14개소
과거전시,과천,한국근대미술 : 유화 _ 근대를 보는 눈,126명,1997.12.09-1998.03.10,제1. 7전시실
과거전시,과천,올해의 작가전 - 황인기,황인기,1997.11.25-1997.12.30,제2전시실
과거전시,과천,국립현대미술관 소장작품특별순회전,,1997.11.14-1997.11.23,
과거전시,해외,한국미술해외순회전 (조셀로프 미술관 『Ancient Traditions/ New Forms- Contemporary Art from Korea』),12명,1997.11.13-1998.01.20,조셀로프미술관(미국 하트포드)
과거전시,해외,한국미술해외순회전 (I.C.A 『Inside out - Four Artists from Korea』),4명,1997.11.08-1998.01.04,Institute for Contemporary Art (미국 필라델피아)
과거전시,과천,제16회 대한민국미술대전: 2부 구상계열,,1997.11.01-1997.11.16,
과거전시,과천,일본현대미술전,16명,1997.09.23-1997.10.23,제2전시실 및 중앙홀
과거전시,과천,독일 뷔르트미술관 소장품 - 20C 미술로의 산책,62명,1997.08.19-1997.09.28,제 7전시실
과거전시,과천,토니 크랙전,토니 크랙,1997.08.02-1997.09.03,제2전시실
과거전시,과천,제9회 대한민국서예대전,,1997.07.28-1997.08.11,
과거전시,과천,제12회 대한민국공예대전,,1997.07.28-1997.08.11,
과거전시,과천,수난과 영광의 유민사 - 신순남전,신순남,1997.06.05-1997.07.15,제1.2전시실
과거전시,과천,제16회 대한민국미술대전: 1부 비구상계열,,1997.05.10-1997.05.25,
과거전시,과천,한국미술 97 : 인간.동물.기계,강관욱외 35명,1997.02.25-1997.03.26,제1전시실
과거전시,과천,볼탕스키:겨울여행,크리스티앙 볼탕스키,1997.02.20-1997.04.06,제2전시실
과거전시,과천,기증작가 특별전: 이림. 박길웅,,1997.01.03-1997.06.30,
과거전시,기타,1997 움직이는 미술관,,1997.01.01-1997.12.31,
과거전시,과천,뒤러와 동시대 작가 판화전: 한스 발둥 그리인. 루카스 크라나흐. 알브레히트 알트도르퍼,알브레히트 뒤러 외 3명,1996.12.18-1997.01.31,제2전시실
과거전시,과천,제15회 대한민국미술대전: 2부 구상계열,,1996.11.21-1996.12.06,
과거전시,과천,문인들의 초상전,,1996.10.10-1996.11.10,
과거전시,과천,젊은 모색 `96,김동유외 19명,1996.10.08-1996.11.12,제2전시실
과거전시,과천,세자르 회고전(1948 - 1996),세자르,1996.09.21-1996.11.05,제 1전시실
과거전시,기타,국립현대미술관 소장작품특별순회전,,1996.09.13-1996.10.11,강릉문화예술회관. 한림갤러리
과거전시,해외,현대한국미술 일본전,14명,1996.09.05-1996.11.07,동경국립근대미술관. 오사카국제미술관
과거전시,과천,올해의 작가전 - 윤정섭,윤정섭,1996.08.24-1996.09.22,제2전시실
과거전시,과천,중국화 정품전,68명,1996.08.16-1996.09.08,제7전시실
과거전시,과천,대상수상작가전,강승희 외 54명,1996.08.09-1996.09.08,제1전시실
과거전시,과천,제8회 대한민국서예대전,,1996.07.15-1996.07.30,
과거전시,과천,제11회 대한민국공예대전,,1996.07.15-1996.07.30,
과거전시,과천,사진 - 새로운 시각전,구본창외 19명,1996.06.01-1996.07.02,제1전시실
과거전시,과천,제15회 대한민국미술대전: 1부 비구상계열,,1996.05.06-1996.05.21,
과거전시,과천,1996 동아미술제: 회화 Ⅰ·Ⅱ·Ⅲ부. 조각부,,1996.04.12-1996.04.24,
과거전시,과천,한국전통산수화 소장작가전,강장하 외 40명,1996.03.20-1996.04.26,제 2전시실
과거전시,과천,크리스티앙 드 포르쟘박 건축전,크리스티앙 드 포르잠박,1996.02.29-1996.03.28,제1전시실
과거전시,과천,스웨덴 현대미술 10인전,10명,1996.02.16-1996.03.15,제 7전시실
과거전시,과천,`95 베니스비엔날레 특별전 귀국전: 호랑이의 꼬리,15명,1996.01.03-1996.01.23,제1전시실
과거전시,과천,전통과 혁신 - 이탈리아 현대미술전,30명 <br>에밀리오 그레코. 쟈코모 만쥬. 마리노 마리니. 루치오 폰타나. 밈모 로텔라. 발레리오 아다미. 알리기에로 보에티. 피에로 만쪼니. 마리오 메르쯔. 줄리오 파올리니. 쥬셉페 페노네. 미켈란젤로 피스톨레토. 죠반니 안셀모. 산드로 키아. 프란체스코 클레멘테. 엔조 쿠키. 밈모 팔라디노. 스테파노 아리엔티.  마르코 친고라니. 사라 치라치. 마르티노 콥페스. 마리오 델라베도바. 파올로 파비아니. 마르게리타 만젤리. 아메데오 마르테가니. 가브리엘 디 마테오. 알렉산드로 페솔리. 루이지 온타니. 마리아 그라찌아 토데리. 마시모 우베르티,1995.12.09-1996.01.23,제2전시실
과거전시,과천,프린트아카데미,,1995.11.22-1995.12.05,아카데미 전시실
과거전시,과천,제14회 대한민국미술대전: 2부 구상계열,,1995.10.10-1995.10.24,
과거전시,기타,국립현대미술관 소장작품특별순회전,,1995.09.14-1995.10.22,서귀포시립미술관. 구미시 문화예술회관
과거전시,과천,한국미술 `95: 질·량·감,강남미 외 33명,1995.08.17-1995.09.19,제 1. 2전시실
과거전시,과천,제7회 대한민국서예대전,,1995.07.18-1995.08.01,
과거전시,과천,제10회 대한민국공예대전,,1995.07.18-1995.08.01,
과거전시,과천,한국전통산수화전,강지주 외 46명,1995.06.17-1995.07.09,제1전시실
과거전시,해외,호랑이의 꼬리 : `95 베니스 한국현대미술 15인전,15명,1995.06.08-1995.09.30,이탈리아 베니스 Palazzo Vendramin ai Carmini
과거전시,과천,제14회 대한민국미술대전: 1부 비구상계열,,1995.05.12-1995.05.26,
과거전시,해외,한국현대미술전,36명,1995.04.07-1995.04.26,중국북경미술관 2층 3개 전시실
과거전시,과천,올해의 작가: 전수천전,전수천,1995.03.15-1995.04.15,제 2전시실
과거전시,기타,1995년도 움직이는 미술관,,1995.03.07-1995.11.10,이대목동병원. 순천시 문화예술회관 등 20개소
과거전시,과천,한국현대미술50년전,62명,1995.02.22-1995.03.29,
과거전시,과천,앙드레 케르테츠 사진전,앙드레 케르테츠,1995.02.15-1995.03.19,제1전시실
과거전시,국립현대미술관,서울국제현대미술제,,1994.12.16-1995.01.14,
과거전시,과천,제8회 프린트 아카데미전,,1994.12.06-1994.12.11,
과거전시,과천,젊은 모색 `94,고명근외 24명 - 김대수. 김명숙. 김명혜. 김지현. 김황록. 박정환. 박창식. 박 희련. 백의례. 신경희. 오상근. 윤영진. 윤종구. 이강우. 이강화. 이수홍. 이주용. 임연숙. 장남용. 전항섭. 채미현. 허구영. 홍성민,1994.11.12-1994.12.06,제2전시실
과거전시,덕수궁,까르띠에재단 소장품전,27명,1994.11.05-1994.12.07,제1전시실
과거전시,과천,제53회 정기전과 캐나다 작가 합동전. 제31회 공모미술대,,1994.10.25-1994.11.03,제 2전시실. 중앙홀
과거전시,과천,제13회 대한민국미술대전 2부: 구상계열,,1994.10.01-1994.10.18,
과거전시,과천,이우환 전,이우환,1994.09.03-1994.09.22,제2전시실
과거전시,과천,현대일본전통공예. 현대일본디자인전,▶ 디자인 - 가네시게 도요. 가토 하지메. 곤도 유죠. 다무라 고이찌. 도구다 야스키치.  마쯔이 코세이. 미와 규세쯔. 미와 큐와. 미우라 고헤이지. 사가이다 가기에몽. 스즈끼 오사무. 시미지 우이찌. 아라카와 도요조. 야마모토 토슈. 에구찌 가쯔  미. 에자기 잇세이 이또우 모토히고. 이마이즈미 이마에몽. 이시구로 무네마로.  쯔가모토 가이지. 토미모토 겐키치. 하마다 쇼지. 후지모토 요시미찌. 후지와라  유. 후지와라 케이. 가구타니 잇게이. 가시마 익고. 고사까 유스이. 나가노 유다까. 나가노 테시. 나이또 시로. 다까무라 토요찌가. 사사시 쇼도. 세기야  시로. 오오끼 히에하루. 오스미 유끼에. 이오 토시오. 나까노 고이찌. 다구찌  요시구니. 다도꼬로 호사이. 마스무라 기이치로. 마스무라 마시기. 마에 타이 호. 마쯔다 곤로구. 무로세지. 미요시 가가리. 사사기 에이. 시오타 케이시로. 아가찌 유사이. 오꾸데 쥬센. 오다 히토시. 오바 쇼교. 오토마루 고도. 오토마 루 준. 오토마루 히로시. 이소이 마사미. 이소이 죠신. 타가노 쇼잔. 테라이 나 오지. 기와기타 고이찌. 기와기타 료조. 구로다 다쓰아끼. 나까다이 즈이신. 사 또 호슈. 아기야마 잇세. 오노 쇼와사이. 후지사기 가즈마사. 히미 코도. 가쯔 시로 소호. 마에다 치구보사이. 마쯔자와 가즈요시. 쇼노 쇼운사이. 이이즈가  쇼간사이. 하야가와 쇼코사이. 가마구로 요시타로. 고미야 야스마자. 고미야 고 하구시. 기무라. 우쟌. 나가무라 가쯔마. 다지마 히로시. 모리구찌 가고. 무네히 로 리기죠. 세리자와 게이스께. 스즈다 테루지. 시무라 후구미. 야마다 미쯔기.  하다 도기오. 가고시마 주죠. 세리가와 에이꼬. 이시하시 도시꼬. 호리 류죠.  히라타 고요. 고바야시 기구이찌로. 에리 사요꼬. 타구마 쇼이찌  <p> ▶공예 -  아키타 칸. 바바 카즈코. 단 노리히코. 후지모토 유키오. 히로넨. 하시누마 요시키. 나가사와 요이치. 세지마 카즈요. 다카사키 마사하루. 야하기 키쥬로,1994.09.01-1994.10.11,제4전시실
과거전시,과천,한국현대도예 30년전,강병옥 외 142명,1994.08.12-1994.09.10,제1. 7전시실 및  중앙홀
과거전시,과천,미켈란젤로 피스톨레토전,미켈란젤로 피스톨레토,1994.07.20-1994.08.21,제 2전시실
과거전시,과천,제9회 대한민국공예대전,,1994.07.13-1994.07.30,
과거전시,과천,제6회 대한민국서예대전,,1994.07.13-1994.07.30,
과거전시,과천,제13회 대한민국미술대전: 1부 비구상계열,,1994.06.14-1994.07.01,
과거전시,과천,이준展,이준,1994.05.05-1994.05.24,제2전시실
과거전시,과천,카렐 아펠 회고전,카렐 아펠,1994.04.23-1994.06.01,제1전시실
과거전시,과천,민철홍전,민철홍,1994.03.31-1994.04.24,제2전시실
과거전시,과천,막스 에른스트 판화·도서전,막스 에른스트,1994.03.09-1994.04.17,원형전시실1(외곽)
과거전시,기타,움직이는 미술관,,1994.03.01-1994.10.31,
과거전시,과천,민중미술 15년 : 1980 - 1994,강연균외 246명 <br>▶ 회화Ⅰ- 강행원. 곽재경. 김경주. 김상섭. 김세현. 김진수. 김호석. 박문종. 박생광. 배영환. 성병회. 송만규. 송문익. 양상용. 옥봉환. 임향한. 임흥수. 전성숙. 정세학. 조진호. 진영조. 최애경. 하경옥. 하성흡. 허달용. 홍성민  <br> ▶회화Ⅱ- 강연균. 강요배. 고 현. 곽영화. 권순철. 권용택. 김건희. 김경인. 김근태. 김기현. 김기호. 김난희. 김대현. 김맹호. 김미련. 김미혜. 김보중. 김부자. 김산하. 김석주. 김성룡. 김성중. 김영진. 김용님. 김용덕. 김윤기. 김용태. 김은곤. 김인규. 김인순. 김재홍. 김정헌. 김종례. 김진열. 김천일. 김태헌. 김형대. 김호원. 김환영. 김희경. 김희련. 나종희. 남택운. 노원희. 두시영. 류준화. 민경호. 민정기. 박경훈. 박광수. 박미경. 박불똥. 박영균. 박은국. 박종선. 박진화. 박철우. 박태규. 박형식. 박흥순. 방정아. 배용관. 백만수. 백수남. 서미라. 서숙진. 손기환. 손장섭. 손상기. 송정임. 송주섭. 송 창. 송필용. 신경호. 신경숙. 신은영. 신지철. 신학철. 심규섭. 안창흥. 양호규. 여 운. 오경환. 오진희. 유성숙. 윤석남. 이강하. 이경재. 이근표. 이기홍. 이만익. 이명복. 이사범. 이상국. 이상권. 리상호. 이선조. 이성재. 이오연. 이인재. 이인철. 이종구. 이종률. 이준석. 이진숙. 이청운. 이혜숙. 이흥덕. 임상기. 임옥상. 임종길. 임환재. 장 호. 전승일. 전정호. 정복수. 정선권. 정정엽. 정진욱. 정하수.  정희승. 조경숙. 주재환. 진경우. 진창윤. 최민화. 최병수. 최연택. 최석운. 최진욱. 최창훈. 최호철. 한희원. 함종호. 홍성담. 황세준. 황재형. 황효창  <br>▶ 조 각 - 강관욱. 구본주. 김광진. 김대성. 김서경. 김선자. 김운성. 김주호. 김창세. 김홍곤. 김희상. 나상옥. 동용선. 문기언. 문태홍. 박미경. 박미용. 박선제. 박희선. 배형경. 손향옥. 심정수. 안규철. 양희태. 이기원. 이석금. 이성강. 이송열. 이연수. 이충복. 이태호. 임영선. 전미영. 전병근. 정순남. 천현노. 최광순. 최병민. 홍순모. 황지선  <br> ▶ 만 화 - 박재동. 이희재  <br>▶ 판 화 - 김방죽. 김준권. 남궁산. 맹경자. 박 건. 서상환. 안한수. 유연복.  이기정. 이나경. 이인철. 정비파. 정원철. 정진석. 최상호. 홍선웅. 오 윤  <br> ▶ 사 진 - 권태균. 김민숙. 김서곤. 김영수. 김영일. 김형수. 육명심. 정인숙.  최광호,1994.02.05-1994.03.16,제1.2.7전시실 및 중앙홀
과거전시,과천,뒤뷔송 현대공예전,뒤뷔송,1993.12.22-1994.01.23,제1전시실
과거전시,과천,한국전통색채자료전,,1993.12.18-1994.01.16,
과거전시,과천,김창열,김창열,1993.11.27-1993.12.21,제2전시실
과거전시,과천,1.500년 전 集安 고분 벽화전_아! 고구려...,집안 고구려벽화,1993.11.18-1993.12.26,제 4전시실
과거전시,과천,곽훈전,곽 훈,1993.11.09-1993.12.03,제7전시실
과거전시,과천,삐에르 술라쥬 회고전,삐에르 술라쥬,1993.11.03-1993.12.10,제1전시실 및 중앙홀
과거전시,과천,손동진전,손동진,1993.10.23-1993.11.16,제2전시실
과거전시,과천,제12회 대한민국미술대전: 2부 구상계열 ,,1993.09.28-1993.10.17,
과거전시,과천,`93 휘트니 비엔날레 서울전,▶ Visual Arts <br> Janine Antoni. Mattew Barney. Maureen Connor. Jimmie Durham. Leone & Macdonald. Simon Leung. Gelnn Ligon. Miguel Gandert. Reobert Gober. Nan Goldin. Michael Jaaquin Grey and Randolph Huff. Gary Hill. Mike Kelly. Byron Kim. Zoe Leonard. Suzanne McClelland. Donald Moffett. Pepon Osorio Raymond Pettibon. Jack Pierson. Lari Pittman. Charles Ray. Alison Saar. Allan Sekula. Gary Simmons. Lorna Simpson. Kiki Smith. Nacy Spero. Francese Torres. Pat Ward Williams. Sue Williams. Kevin Wolff <br> ▶ Video  <br> Charles Atlas. Sodie Benning. Sophie Calle & Greg Shephard. Cheryl Dunye. Jeanne C. Finley. Gulf Crisis TV Project(in collaboration with Deep Dish TV Network and Paper Tiger Television). George Holliday. Elizabeth LeCompte/The Wooster Group. Spike Lee. Not Channer Zero(in collaboration with Deep Dish TV Network and Paper Tiger Television). Lourdes Protillo. Mark Rappaport. Jonathan Robinson. Janice Tanaka. Willie Varela. Bill Viola. Camille Billops & James Hatch. Roddy Bogawa. Christine Chang. Julie Dash. Holly Fisher. Jean-Pierre Gordin. Barbara Hammer. William Jones. Peter Sellars. Julie Taymor. Trinh T. Minh-ha. Marco Williams,1993.07.31-1993.09.08,제1.2전시실 및 중앙홀
과거전시,과천,한국현대판화 40년전,97명 - 강국진. 강상중. 강승희. 강애란. 강환섭. 곽남신. 곽덕준. 구자현. 권녕 숙. 김구림. 김민자. 김봉태. 김상구. 김상유. 김석환. 김 선. 김승연. 김연규. 김용철. 김익모. 김정수. 김정자. 김종학. 김차섭. 김창열. 김태호. 김한국. 김 현실. 김형대. 김희자. 노재황. 박광열. 박광진. 박동윤. 박래현. 박수근. 배 륭. 백금남. 백남준. 백순실. 서승원. 서정희. 석난희. 손철호. 송대섭. 송번수. 송 중덕. 신장식. 신지식. 안정민. 오세영. 오 윤. 우제길. 유강열. 윤갑용. 윤미란. 윤동천. 윤명로. 윤효준. 이규호. 이상욱. 이상조. 이선원. 이성자. 이순만. 이 승일. 이영애. 이용길. 이우환. 이은산. 이인화. 이 일. 이재호. 이항성. 임영길. 장영숙. 장화진. 전경자. 전성우. 정 규. 정미경. 정미영. 정상곤. 정상화. 정원 철. 정 일. 지석철. 최미아. 최영림. 최인선. 하동철. 하정애. 한 묵. 한운성. 홍 재연. 황규백. 황용진,1993.05.26-1993.07.01,제2전시실
과거전시,기타,국립현대미술관 소장작품 특별순회전,71명,1993.05.19-1993.05.28,광주시립미술관
과거전시,과천,제12회 대한민국미술대전: 1부 비구상계열,,1993.04.27-1993.05.16,
과거전시,과천,제8회 대한민국공예대전,,1993.03.26-1993.04.14,
과거전시,과천,제5회 대한민국서예대전,,1993.03.26-1993.04.14,
과거전시,국립현대미술관,1993년도 동아미술제: 서예·전각·문인화,,1993.03.03-1993.03.15,대여관
과거전시,기타,움직이는 미술관,,1993.03.01-1993.10.31,
과거전시,과천,원로작가회화전,김기창외 69명 <br>▶한국화 - 김영기. 김재배. 김학수. 류명열. 박세원. 배정예. 안동숙. 이규옥. 이남호. 이억영. 이용자. 이유태. 이진섭. 이현옥. 이형섭. 장철야. 한유동 <br> ▶양 화 - 강용운. 강우문. 고화흠. 권옥연. 김병기. 김영주. 김종하. 김진명. 김창억. 김형구. 김흥수. 나건파. 류경채. 유영필. 박각순. 박성환. 박영선. 배동신. 백남순. 백영수. 서창환. 손동진. 송혜수. 신영헌. 유영국. 윤재우. 윤중식. 이규호. 이대원. 이성자. 이세득. 이종무. 이 준. 이충근. 이항성. 임규삼. 임직순. 장두건. 장리석. 장 발. 전 혁림. 정상복. 정점식. 조덕환. 조병덕. 조병현. 최덕휴. 한 묵. 한 봉덕. 한우식. 황유엽. 홍종명,1992.12.17-1993.01.31,제1.2전시실 및 중앙홀
과거전시,과천,프랑스 사진의 어제와 오늘전,펠릭스 나다르. 으젠느 아트제. 폴 나다르. 세베르제. 프랑스와 꼴라. 앙드레 케르테츠. 마르셀 보비스. 르네 작끄. 빌리 로니스. 드니즈 꼴롱. 스튜디오 아르꾸르. 다니엘 부디에,1992.12.12-1992.12.30,제2전시실
과거전시,과천,낙원의 이방인: 호주현대미술전,16명-고든 베네트. 피터 칼라스. 유진 카르체지오. 죤 길리스와 시드니 프론트. 빌 헨슨. 마이클 힐. 로즈마리 랭. 린다 리. 죤 닉슨. 수잔 노 리. 린 오너스.  쥴리 랩. 질 스코트. 로빈 스테이시. 켄 언스워드,1992.11.05-1992.12.04,제1전시실
과거전시,과천,젊은 모색 `92,공성훈외 23명 ▶ 구본창. 김영진. 김정완. 민경숙. 박광열. 백광현. 석영기. 신 이철. 신지철. 신진식. 안수진. 오경화. 육태진. 윤동천. 이동기. 이상윤. 이수 경. 장문걸. 장형진. 정하운. 정회진. 한수정. 홍성도,1992.10.30-1992.11.28,제2전시실
과거전시,과천,제11회 대한민국미술대전: 한국화·양화·판화·조각,,1992.10.02-1992.10.21,
과거전시,기타,국립현대미술관 소장작가작품 특별순회전: 한국 현대미술의 어제와 오늘,▶ 한국화 <br>김규진. 김기창. 김영기. 김옥진. 김은호. 김정현. 김화경. 민경갑. 박노수. 박 생광. 박세원. 배 렴. 서세옥. 성재휴. 송수남. 송영방. 신영상. 심경자. 안동숙. 오용길. 오태학. 이규선. 이상범. 이왈종. 이인실. 이종상. 장우성. 장운상. 정 치환. 정탁영. 허백련  <br> ▶ 양화 <br> 김인승. 김홍석. 김환기. 김흥수. 남관. 도상봉. 류경채. 문학진. 박득순. 박서 보. 변종하. 손일봉. 안병석. 오승우. 오지호. 유영국. 윤형근. 이상욱. 이종무. 이종우. 이 준. 임직순. 장두건. 장리석. 장욱진. 정점식. 최영림. 하인두. 하종현. 홍종명. 황규백. 황유엽  <br>▶조각<br>강관욱. 강희덕. 김경승. 민복진. 오세원. 윤영자. 최종태,1992.09.19-1992.10.08,대구문화예술회관. 강릉문화예술관
과거전시,과천,원곡 김기승전,김기승,1992.08.27-1992.09.24,1층 원형전시실(외곽)
과거전시,과천,백남준 비디오때·비디오땅전,백남준,1992.07.30-1992.09.06,제1.7전시실. 중앙홀. 램프코아
과거전시,과천,`91 신소장품전Ⅱ,<한국화> <p> 이경수. 김호득. 오낭자. 이선우. 김태신. 김수길. 정은영. 김흥종. 김근중  <p> <양화>  <p> 윤동구. 김진수. 권여현. 오치균. 김세영. 박재영. 정충일. 김형대. 조택호. 최 명영. 윤형근. 한영섭. 김수자  <p> <판화>  <p> 게르하르트 리터와 씨그마폴케. 브레머. 브라이언 헌트. 스페라키스. 오광섭. 윤명로  <p> <비디오>  <p> 박현기. 하동철  <p> <조각>  <p> 주해준. 김창희. 박충흠. 김효숙. 원인종. 김청정. 오종욱. 신옥주. 전국광. 조 성묵. 김희성.  <p> <공예>  <p> 정경연. 박애정. 서도식  <p> <사진>  <p> 데이비드 호크니. 최병관  <p> <건축>  <p> 김수근,1992.06.12-1992.07.26,1층 원형전시실(외곽)
